State,Facility Name,Facility ID,Unit ID,Associated Stacks,Year,Operating Time Count,Sum of the Operating Time,Gross Load (MWh),Steam Load (1000 lb),SO2 Mass (short tons),SO2 Rate (lbs/mmBtu),CO2 Mass (short tons),CO2 Rate (short tons/mmBtu),NOx Mass (short tons),NOx Rate (lbs/mmBtu),Heat Input (mmBtu),Primary Fuel Type,Secondary Fuel Type,Unit Type,SO2 Controls,NOx Controls,PM Controls,Hg Controls,Program Code
KY,Shawnee,1379,1,CSSH15,2023,7896,7892.38,587754.78,,1000.89,0.3024,695184.352,0.105,567.143,0.1733,6628378.047,Coal,,Dry bottom wall-fired boiler,Dry Lime FGD,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,1,CSSH15,2024,8344,8341.52,772613.51,,1222.214,0.2912,889043.224,0.105,731.903,0.1741,8476775.615,Coal,,Dry bottom wall-fired boiler,Dry Lime FGD,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,1,CSSH15,2025,7283,7279.74,842120.76,,1271.946,0.2888,929437.447,0.105,445.597,0.1013,8861918.939,Coal,,Dry bottom wall-fired boiler,Dry Lime FGD,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,1,CSSH15,2026,4344,4344,469757,,701.996,0.2837,519154.588,0.105,251.66,0.1015,4949980.8,Coal,,Dry bottom wall-fired boiler,Dry Lime FGD,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,2,CSSH15,2022,7969,7968.33,756017.13,,1431.096,0.3452,856510.416,0.105,743.59,0.1815,8166581.95,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
KY,Shawnee,1379,2,CSSH15,2023,6963,6960.08,559811.73,,980.556,0.3096,658680.427,0.105,546.852,0.1741,6280320.021,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,2,CSSH15,2024,8316,8315.43,770075.97,,1292.44,0.3037,881073.273,0.105,768.14,0.1805,8400781.081,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,2,CSSH15,2025,7556,7551.56,824525.33,,1294.27,0.2979,909414.662,0.105,451.453,0.1032,8671002.523,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,2,CSSH15,2026,2674,2672.16,286189.55,,453.969,0.3006,316405.569,0.105,144.271,0.0954,3016829.461,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,3,CSSH15,2022,8457,8455.06,778380.25,,1462.416,0.3397,883018.215,0.105,765.165,0.1799,8419324.337,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
KY,Shawnee,1379,3,CSSH15,2023,7574,7572.14,571038.79,,1003.439,0.311,672648.885,0.105,560.043,0.1763,6413512.434,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,3,CSSH15,2024,7520,7519.2,633581.3,,1067.696,0.3003,730897.581,0.105,645.974,0.1815,6968899.92,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,3,CSSH15,2025,8478,8475.8,1018382.24,,1593.228,0.2967,1126081.218,0.105,555.461,0.1034,10736864.21,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,3,CSSH15,2026,4282,4281.07,480867.2,,721.471,0.2845,531890.569,0.105,258.936,0.1019,5071415.483,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,4,CSSH15,2022,6990,6987.48,759849.87,,1306.971,0.318,866659.36,0.105,683.594,0.1672,8263345.268,Coal,,Dry bottom wall-fired boiler,Dry Lime FGD,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
KY,Shawnee,1379,4,CSSH15,2023,7895,7891.49,614446.13,,1058.589,0.3062,724388.694,0.105,593.062,0.1744,6906836.784,Coal,,Dry bottom wall-fired boiler,Dry Lime FGD,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,4,CSSH15,2024,7030,7026.22,646310.33,,1000.951,0.2856,743269.488,0.105,599.997,0.1714,7086861.16,Coal,,Dry bottom wall-fired boiler,Dry Lime FGD,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,4,CSSH15,2025,8553,8551.31,1027438.55,,1585.964,0.2939,1135060.117,0.105,563.748,0.1043,10822473.17,Coal,,Dry bottom wall-fired boiler,Dry Lime FGD,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,4,CSSH15,2026,4344,4344,481997,,719.775,0.2837,533321.263,0.105,258.556,0.1015,5085056.3,Coal,,Dry bottom wall-fired boiler,Dry Lime FGD,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,5,CSSH15,2022,8349,8348.29,808954.47,,1527.378,0.3425,917259.08,0.105,798.784,0.1815,8745801.095,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
KY,Shawnee,1379,5,CSSH15,2023,7414,7411.05,535485.45,,961.174,0.3124,638921.819,0.105,539.408,0.1785,6091935.105,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,5,CSSH15,2024,8666,8664.22,794150.78,,1322.413,0.2997,910868.895,0.105,787.683,0.1786,8684876.03,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,5,CSSH15,2025,8126,8120.65,925748.01,,1447.967,0.2967,1022163.151,0.105,528.04,0.1078,9746029.601,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,5,CSSH15,2026,3613,3609.56,388589.91,,594.785,0.2897,430365.479,0.105,226.094,0.1091,4103406.659,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,6,CSSH60,2022,7710,7706.36,793536.25,,2126.048,0.4908,906153.388,0.105,1042.984,0.2406,8639910.958,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
KY,Shawnee,1379,6,CSSH60,2023,8426,8425.12,656831.28,,1730.835,0.4637,776215.091,0.1049,876.524,0.2378,7400997.368,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,6,CSSH60,2024,7283,7279.81,683223.65,,1636.397,0.4286,798721.57,0.105,727.187,0.1918,7615578.825,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,6,CSSH60,2025,8437,8435.14,994022.11,,2360.323,0.4359,1137788.44,0.105,832.071,0.1528,10848485.18,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,6,CSSH60,2026,3873,3871.05,428207.72,,1036.3,0.4512,480677.567,0.1049,384.305,0.1656,4583129.039,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,7,CSSH60,2022,6161,6156.35,537543.53,,1443.162,0.4835,623001.69,0.105,698.477,0.2362,5940132.231,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
KY,Shawnee,1379,7,CSSH60,2023,8420,8416.56,661476.99,,1750.629,0.4641,784518.665,0.1049,886.841,0.2383,7480170.646,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,7,CSSH60,2024,7613,7610.77,728757.33,,1741.696,0.429,851782.125,0.105,759.635,0.191,8121496.501,Coal,,Dry bottom wall-fired boiler,,"Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction (Began Jun 17, 2024)",Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,7,CSSH60,2025,7373,7368.67,806056.24,,1946.714,0.4424,924177.684,0.105,633.317,0.1439,8811774.883,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,7,CSSH60,2026,3744,3742.09,422166.05,,1024.471,0.4559,471537.609,0.105,355.831,0.1589,4495977.929,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,8,CSSH60,2022,8276,8271.46,730633.71,,1954.563,0.4865,840150.797,0.105,952.61,0.2379,8010591.812,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
KY,Shawnee,1379,8,CSSH60,2023,7610,7608,568814.91,,1509.979,0.4641,677663.853,0.1049,765.795,0.2381,6461336.842,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,8,CSSH60,2024,7529,7525.48,684287.13,,1672.168,0.4374,800220.321,0.105,760.102,0.2023,7629867.224,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,8,CSSH60,2025,8648,8645.97,944164.51,,2241.535,0.4348,1081972.282,0.105,772.723,0.1502,10316298.06,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,8,CSSH60,2026,2532,2529.7,263898.81,,657.65,0.4731,290868.864,0.105,214.994,0.1556,2773355.529,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,9,CSSH60,2022,7254,7248.94,676705.65,,1827.364,0.4906,773727.557,0.105,881.377,0.2383,7377264.353,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
KY,Shawnee,1379,9,CSSH60,2023,8760,8760,630243,,1664.137,0.4638,746502.066,0.1049,842.581,0.238,7117691,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,9,CSSH60,2024,7732,7724.16,661364.56,,1594.827,0.4331,772816.699,0.105,728.138,0.2015,7368578.345,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,9,CSSH60,2025,6899,6891.38,794997.5,,1863.381,0.4322,906627.987,0.105,687.593,0.1585,8644433.502,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Shawnee,1379,9,CSSH60,2026,2643,2642.45,291191.73,,724.934,0.4726,321399.228,0.105,241.337,0.1579,3064453.846,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Robert Reid,1383,RT,,2022,60,60,1378,,0.634,0.06,,,7.393,0.7,21123.7,Other Gas,Diesel Oil,Combustion turbine,,,,,"CSNOX, CSOSG3, CSSO2G1"
KY,Robert Reid,1383,RT,,2023,356,356,8152,,4.19,0.06,,,48.881,0.7,139662.3,Other Gas,Diesel Oil,Combustion turbine,,,,,"CSNOX, CSOSG2E, CSSO2G1"
KY,Robert Reid,1383,RT,,2024,729,729,21613,,12.119,0.06,,,141.406,0.7,404013.7,Other Gas,Diesel Oil,Combustion turbine,,,,,"CSNOX, CSOSG2E, CSSO2G1"
KY,Robert Reid,1383,RT,,2025,0,0,,,,,,,,,,Other Gas,Diesel Oil,Combustion turbine,,,,,"CSNOX, CSOSG2E, CSSO2G1"
KY,Robert Reid,1383,RT,,2026,0,0,,,,,,,,,,Other Gas,Diesel Oil,Combustion turbine,,,,,"CSNOX, CSOSG2E, CSSO2G1"
KY,John S. Cooper,1384,1,CS1,2022,2235,2209.01,162972.41,,87.939,0.0955,163960.497,0.103,156.966,0.1671,1598047.022,Coal,,Dry bottom wall-fired boiler,Dry Lime FGD,Low NOx Burner Technology (Dry Bottom only),Electrostatic Precipitator|Baghouse,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
KY,John S. Cooper,1384,1,CS1,2023,1107,1086.33,78897.45,,61.124,0.1459,79614.43,0.103,68.812,0.1539,775971.957,Coal,,Dry bottom wall-fired boiler,Dry Lime FGD,Low NOx Burner Technology (Dry Bottom only),Electrostatic Precipitator|Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,John S. Cooper,1384,1,CS1,2024,1916,1895.85,138977.15,,68.087,0.0866,143064.731,0.103,135.795,0.1629,1394405.613,Coal,,Dry bottom wall-fired boiler,Dry Lime FGD,Low NOx Burner Technology (Dry Bottom only),Electrostatic Precipitator|Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,John S. Cooper,1384,1,CS1,2025,2131,2100.04,166245.78,,61.614,0.0767,168559.784,0.103,159.253,0.165,1642879.725,Coal,,Dry bottom wall-fired boiler,Dry Lime FGD,Low NOx Burner Technology (Dry Bottom only),Electrostatic Precipitator|Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,John S. Cooper,1384,1,CS1,2026,869,856.52,76979.1,,77.307,0.2016,75345.903,0.103,85.071,0.2019,734362.242,Coal,,Dry bottom wall-fired boiler,Dry Lime FGD,Low NOx Burner Technology (Dry Bottom only),Electrostatic Precipitator|Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,John S. Cooper,1384,2,CS1,2022,2981,2970.18,452882.71,,66.896,0.0425,447801.076,0.103,223.973,0.0998,4364542.436,Coal,,Dry bottom wall-fired boiler,Dry Lime FGD,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
KY,John S. Cooper,1384,2,CS1,2023,2971,2951.23,460238.11,,87.961,0.0608,451215.658,0.1029,171.989,0.0808,4397797.859,Coal,,Dry bottom wall-fired boiler,Dry Lime FGD,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,John S. Cooper,1384,2,CS1,2024,2518,2498.88,365122.3,,66.14,0.0454,370481.647,0.103,196.978,0.1059,3610952.239,Coal,,Dry bottom wall-fired boiler,Dry Lime FGD,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,John S. Cooper,1384,2,CS1,2025,2773,2753.68,419618.52,,78.517,0.046,418332.071,0.103,250.578,0.1213,4077316.311,Coal,,Dry bottom wall-fired boiler,Dry Lime FGD,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,John S. Cooper,1384,2,CS1,2026,1799,1788.84,299424.08,,67.446,0.0716,287632.154,0.103,131.22,0.0948,2803445.235,Coal,,Dry bottom wall-fired boiler,Dry Lime FGD,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,East Bend,6018,2,,2022,6623,6602.89,3072547.77,,1823.707,0.106,3405481.204,0.103,2178.176,0.1377,33191840.21,Coal,,Dry bottom wall-fired boiler,Wet Lime FGD,Selective Catalytic Reduction|Overfire Air,Electrostatic Precipitator|Wet Scrubber,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
KY,East Bend,6018,2,,2023,5960,5949,2456362.62,,1562.314,0.1147,2727244.902,0.103,1410.015,0.1069,26581377.57,Coal,,Dry bottom wall-fired boiler,Wet Lime FGD,Selective Catalytic Reduction|Overfire Air,Electrostatic Precipitator|Wet Scrubber,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,East Bend,6018,2,,2024,6112,6100.28,2519814.06,,1813.622,0.1306,2778102.711,0.103,2094.271,0.1546,27077035.59,Coal,,Dry bottom wall-fired boiler,Wet Lime FGD,Selective Catalytic Reduction|Overfire Air,Electrostatic Precipitator|Wet Scrubber,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,East Bend,6018,2,,2025,6287,6281,2875023.05,,1901.776,0.1255,3042899.776,0.103,2957.649,0.1937,29657908.66,Coal,,Dry bottom wall-fired boiler,Wet Lime FGD,Selective Catalytic Reduction|Overfire Air,Electrostatic Precipitator|Wet Scrubber,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,East Bend,6018,2,,2026,3785,3779.31,1815577.99,,1035.018,0.11,1895842.86,0.103,2045.734,0.2059,18477981.54,Coal,,Dry bottom wall-fired boiler,Wet Lime FGD,Selective Catalytic Reduction|Overfire Air,Electrostatic Precipitator|Wet Scrubber,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,H L Spurlock,6041,1,,2022,7690,7679.93,1874238.45,,735.743,0.0691,1843554.426,0.103,737.103,0.0828,17968358.15,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Selective Catalytic Reduction|Low NOx Burner Technology (Dry Bottom only),Electrostatic Precipitator|Wet ESP|Wet Scrubber,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
KY,H L Spurlock,6041,1,,2023,6135,6125.61,1485258.94,,525.018,0.0649,1476704.227,0.103,603.083,0.0844,14392887.1,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Selective Catalytic Reduction|Low NOx Burner Technology (Dry Bottom only),Electrostatic Precipitator|Wet ESP|Wet Scrubber,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,H L Spurlock,6041,1,,2024,7289,7283.98,1986780.55,,621.394,0.0601,1949756.124,0.103,837.459,0.088,19003500.45,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Selective Catalytic Reduction|Low NOx Burner Technology (Dry Bottom only),Electrostatic Precipitator|Wet ESP|Wet Scrubber,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,H L Spurlock,6041,1,,2025,7448,7442.35,2164702.33,,946.374,0.0882,2068686.348,0.103,867.07,0.0857,20162636.57,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Selective Catalytic Reduction|Low NOx Burner Technology (Dry Bottom only),Electrostatic Precipitator|Wet ESP|Wet Scrubber,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,H L Spurlock,6041,1,,2026,4010,4001,1009518.39,,185.128,0.0344,976188.72,0.103,420.331,0.0878,9514494.167,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Selective Catalytic Reduction|Low NOx Burner Technology (Dry Bottom only),Electrostatic Precipitator|Wet ESP|Wet Scrubber,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,H L Spurlock,6041,2,,2022,8169,8159.65,3564563.84,,1281.254,0.0655,3647129.018,0.103,1416.319,0.0817,35547052.93,Coal,,Tangentially-fired,Wet Limestone,Selective Catalytic Reduction|Low NOx Burner Technology w/ Closed-coupled OFA,Wet ESP|Wet Scrubber|Electrostatic Precipitator,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
KY,H L Spurlock,6041,2,,2023,7306,7300.08,3110384.4,,1735.447,0.1026,3263558.071,0.103,1392.119,0.0876,31808596.17,Coal,,Tangentially-fired,Wet Limestone,Selective Catalytic Reduction|Low NOx Burner Technology w/ Closed-coupled OFA,Wet ESP|Wet Scrubber|Electrostatic Precipitator,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,H L Spurlock,6041,2,,2024,6558,6542.98,2886360.33,,1389.891,0.0874,3051180.183,0.103,1306.781,0.0888,29738609.65,Coal,,Tangentially-fired,Wet Limestone,Selective Catalytic Reduction|Low NOx Burner Technology w/ Closed-coupled OFA,Wet ESP|Wet Scrubber|Electrostatic Precipitator,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,H L Spurlock,6041,2,,2025,7379,7373.65,3465337.29,,1329.349,0.0717,3667585.538,0.103,1534.316,0.0864,35746444.91,Coal,,Tangentially-fired,Wet Limestone,Selective Catalytic Reduction|Low NOx Burner Technology w/ Closed-coupled OFA,Wet ESP|Wet Scrubber|Electrostatic Precipitator,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,H L Spurlock,6041,2,,2026,3353,3348.72,1469278.37,,524.611,0.0664,1522394.22,0.103,648.845,0.0887,14838147.7,Coal,,Tangentially-fired,Wet Limestone,Selective Catalytic Reduction|Low NOx Burner Technology w/ Closed-coupled OFA,Wet ESP|Wet Scrubber|Electrostatic Precipitator,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,H L Spurlock,6041,3,,2022,8007,7999.63,1903987.2,,1080.639,0.1351,1761057.564,0.103,555.809,0.0686,17164304.33,Coal,,Circulating fluidized bed boiler,Dry Lime FGD|Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
KY,H L Spurlock,6041,3,,2023,7360,7356.18,1868724.7,,1100.603,0.1397,1712124.087,0.103,531.81,0.0661,16687339.85,Coal,,Circulating fluidized bed boiler,Dry Lime FGD|Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,H L Spurlock,6041,3,,2024,6338,6334.58,1753730.09,,1077.1,0.1377,1632454.076,0.103,497.239,0.064,15910860.23,Coal,,Circulating fluidized bed boiler,Dry Lime FGD|Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,H L Spurlock,6041,3,,2025,7128,7112.95,1958074.84,,1282.754,0.1671,1867436.941,0.103,573.203,0.0667,18201165.3,Coal,,Circulating fluidized bed boiler,Dry Lime FGD|Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,H L Spurlock,6041,3,,2026,3333,3326.52,877620.21,,526.918,0.1432,839876.527,0.103,266.806,0.0691,8185920.816,Coal,,Circulating fluidized bed boiler,Dry Lime FGD|Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,H L Spurlock,6041,4,,2022,7849,7843.6,2013575.49,,758.205,0.1082,1751705.117,0.103,512.323,0.0621,17073136.33,Coal,,Circulating fluidized bed boiler,Dry Lime FGD|Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
KY,H L Spurlock,6041,4,,2023,7449,7439.08,1911076.53,,722.967,0.1194,1655896.331,0.103,500.744,0.0641,16139300.68,Coal,,Circulating fluidized bed boiler,Dry Lime FGD|Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,H L Spurlock,6041,4,,2024,6959,6949.64,1882726.17,,814.95,0.1314,1655648.634,0.103,497.302,0.0638,16136948.81,Coal,,Circulating fluidized bed boiler,Dry Lime FGD|Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,H L Spurlock,6041,4,,2025,7748,7741.47,2174149.88,,1035.068,0.1436,1942124.283,0.103,580.518,0.0641,18929091.88,Coal,,Circulating fluidized bed boiler,Dry Lime FGD|Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,H L Spurlock,6041,4,,2026,4344,4343.52,1190955.72,,481.096,0.0991,1051545.029,0.103,308.876,0.0611,10249020.06,Coal,,Circulating fluidized bed boiler,Dry Lime FGD|Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
